102.55503799256216+0i, 0
107.19612905042925+0i, 0
112.04746424227388+0i, 0
117.11969185810854+0i, 0
122.41982338509007+0i, 0
127.80603249094652+0i, 0
133.7513452299032+0i, 0
139.80385910578775+0i, 0
146.12989044253953+0i, 0
152.74255806143103+0i, 0
159.6555761139237+0i, 0
166.8793550752198+0i, 0
174.4296493013554+0i, 0
182.32339983224736+0i, 0
190.57486276625113+0i, 0
199.20128096939004+0i, 0
208.21791194403+0i, 0
217.64156644926447+0i, 0
227.4911452524397+0i, 0
237.7821017290993+0i, 0
248.5409524899173+0i, 0
255.1264270148219+0i, 0
278.181134663701+0i, 0
290.77270346869625+0i, 0
303.9330591926844+0i, 0
316.4152475526324+0i, 0
332.0701678333917+0i, 0
346.6815091603743+0i, 0
362.97175433114694+0i, 0
379.22719768891335+0i, 0
396.3844607527003+0i, 0
414.3192789273367+0i, 0
433.07024658183207+0i, 0
452.67155519751304+0i, 0
473.1591434155383+0i, 0
494.5733576120738+0i, 0
516.9547676337178+0i, 0
539.2629061821625+0i, 0
565.3095438618769+0i, 0
590.374233552306+0i, 0
617.0984519038809+0i, 0
645.0172440320473+0i, 0
674.2046993200827+0i, 0
704.7146944099402+0i, 0
736.6053678031697+0i, 0
769.939688197107+0i, 0
804.7789453256117+0i, 0
841.1999919594995+0i, 0
879.2693081531353+0i, 0
919.0556576315989+0i, 0
960.6313435580615+0i, 0
992.0556119360257+0i, 0
