102.21839289447041+0i, 21.20924522249946
107.54743179948599+0i, 21.258173499601796
112.7730197664843+0i, 21.360943624110632
118.38500548424531+0i, 21.410739318777637
124.62381684658558+0i, 21.437233268306983
130.4985317140426+0i, 21.463567511408044
135.46118351299097+0i, 21.464693153101315
141.9184144484694+0i, 21.578350253166626
148.49400002096849+0i, 21.67593280501724
155.45375167058066+0i, 21.75571290054964
162.7810375911865+0i, 21.855100327457166
168.97016268781235+0i, 21.96847842231646
177.27718085747668+0i, 22.14632288282766
185.4379525064956+0i, 22.334768001828756
194.0797342027641+0i, 22.41097683072403
203.1940608484383+0i, 22.34688019507444
218.78037278389235+0i, 22.69789423955688
228.6376915027267+0i, 22.95223730954288
239.41136070115616+0i, 23.261875363015307
248.51133504019626+0i, 23.551650169992627
260.5441115010558+0i, 23.813662756361815
274.31539395815065+0i, 24.142619755655907
286.9675153871859+0i, 24.405902537277704
301.95258571447806+0i, 24.59452544994111
314.62265172189143+0i, 25.35480693966322
329.25267858509534+0i, 25.969112905593178
343.2412966478411+0i, 26.572166783981544
359.20710041435484+0i, 27.218990806673688
383.7086463622444+0i, 28.006749498754647
401.03986194482945+0i, 28.591795707685332
419.15652014154034+0i, 29.075814708766607
431.9831327529018+0i, 29.132850107486487
464.10225665049853+0i, 28.511387176978534
488.12920048200675+0i, 27.466777013796374
515.447636884565+0i, 25.97265261577941
602.4536434374565+0i, 20.78005839299304
621.8692870394085+0i, 19.714614718659632
704.5224868715657+0i, 16.68755639467635
742.3945411818082+0i, 14.949219268973714
773.6644805541206+0i, 14.010347508962084
812.7671881971479+0i, 12.908952137762896
852.7884845554918+0i, 11.991177212091785
900.1423296939714+0i, 11.054250070261794
938.9972924249753+0i, 10.157503285925308
986.7901733344453+0i, 9.385258966951433
